,genres,title,release_date,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
104522,"Indie, Simulation",Euro Truck Simulator 2 - DAF Tuning Pack,2017-08-18,461249,SCS Software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
104523,Strategy,Hold the Line: The American Revolution,2017-08-18,657500,HexWar Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104524,"Action, Indie, Racing",GyroSphere Trials,2017-08-18,673280,Pronetis Games,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
104525,"Action, Adventure, Indie, Early Access",Crafting Dead,2017-08-18,657990,Ferullo Gaming,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104526,"Action, Adventure, Indie",Endless Dream,2017-08-18,629350,Lost in Pixels,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104527,Simulation,FSX Steam Edition: Hong Kong FSX Live Add-On,2017-08-18,602813,FlightSoft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104528,"Action, Indie",Promethium,2017-08-18,624680,Xiotex Studios Ltd,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104529,Indie,Town doubt 小镇疑云,2017-07-27,674630,牛学者,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104530,"Action, Casual, Indie, Sports, Strategy",Lupinball,2017-08-17,429360,Craftven,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
104532,"Adventure, Casual, Indie",Subsurface Circular,2017-08-17,676820,Bithell Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104533,"Action, Adventure, Casual, Indie",Achievement Hunter: Darkness,2017-08-17,689990,putilin_industries,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104534,"Casual, Indie",aMAZE Dark Times,2017-08-17,692200,Blender Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104535,"Indie, RPG",Indeep | The casual dungeon crawler,2017-08-17,664340,BernhardP,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104536,"Indie, Massively Multiplayer, RPG",Tree of Life,2017-08-17,361800,oddonegames,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
104537,"Indie, RPG",Strangers of the Power,2017-08-17,683760,Tuomo Laine,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104540,"Adventure, Indie",Postmen Of Horizon,2017-08-17,662980,Bad Attempt,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104541,"Action, Casual, Indie, Simulation, Strategy",Trivia Vault: Classic Rock Trivia,2017-08-17,690240,Ripknot Systems,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
104542,"Action, Casual, Indie",Cornflower Corbin,2017-08-17,624780,"Larry Martin,Phillip Brossia",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104543,"Indie, RPG, Simulation",Fortune's Tavern - Remastered,2017-08-18,691980,FlynnFour Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
104544,"Action, Indie, Simulation, Strategy, Early Access",Helium Rain,2017-08-18,681330,Deimos Games,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
104545,"Action, Adventure, Casual, Indie, Massively Multiplayer",BALLOON Saga,2017-08-18,644310,Alexey Glinskiy,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
104547,Action,Offensive Combat: Redux!,2017-08-18,622170,Three Gates AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104548,"Adventure, Casual, Indie, RPG, Strategy",Magical Mysteries: Path of the Sorceress,2017-08-18,548320,Alder Games,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
104549,"Casual, Indie, Simulation",Anomalies - Music Collection,2017-08-18,696340,Michael Klaus Schmidt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
104550,"Action, Adventure, Indie, RPG",Blue Horizon,2017-08-18,589740,Blue Horizon Studios Ltd,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104552,"Action, Casual, Simulation, Early Access",Crash Test Billy,2017-08-18,676550,SP Digital Arts Inc.,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104553,"Action, Adventure, Indie",MonsterS in haha Island (群妖志),2017-08-18,684490,Muggle,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104554,"Casual, Indie",Lumak's Wraptiles,2017-08-18,694610,Lumak Software,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104555,"RPG, Strategy",Castles II: Siege &amp; Conquest,1992-01-01,670180,Quicksilver Software,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
104556,"Action, Casual, Indie",Bloody Mice,2017-08-19,676000,Tower Up Studios,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104557,"Adventure, Casual, Indie",Vacant,2017-08-19,696190,H L Nunnelly,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104558,"Casual, Indie, Simulation, Strategy, Early Access",Heart. Papers. Border.,2017-08-20,604110,Jovian Industries,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
104560,"Action, Indie, Strategy",WESTSLINGERS,2017-08-21,662920,Tailwind Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
104561,"Action, Indie",CastleMiner Warfare,2014-04-04,675210,DigitalDNA Games LLC,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104562,"Indie, Simulation",Gun-Running War Dogs,2017-08-21,678820,Rotatipyra,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
104563,"Action, Massively Multiplayer, RPG, Simulation",Crimson Tide: Operation Online,2017-08-17,684130,RaleachGamesStudio,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
104564,"Adventure, Indie, RPG",Oswald's Adventure,2017-08-21,688680,Dede Bayi,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104565,"Indie, Strategy",Castle Story,2017-08-17,227860,Sauropod Studio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
104567,"Casual, Indie",Ancient Worlds: Jaguar's Fate,2017-08-16,681480,Games++,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104568,RPG,Moero Chronicle | 限界凸記 モエロクロニクル | 極限凸記　萌萌編年史,2017-08-16,638160,"COMPILE HEART,IDEA FACTORY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104569,"Casual, Strategy",Denki Gaka's Bombshell,2017-08-16,688170,Denki Gaka,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104570,RPG,Moero Chronicle - Deluxe Pack | 限界凸記 モエロクロニクル  デラックスセット| 極限凸記　萌萌編年史　數位附錄套組,2017-08-16,688090,"COMPILE HEART,IDEA FACTORY",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104576,"Casual, Indie",Letter-Setter,2017-08-16,676320,Beaver Drummer,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104577,Simulation,StellarHub,2017-08-16,672860,Casualogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104578,"Action, Casual, Indie, Sports",VR Sports - Golf,2017-08-16,647370,SAT-BOX,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
104579,"Action, Free to Play, Massively Multiplayer, RPG, Early Access",Phoenix Dynasty 2,2017-08-16,621880,Ntroy LTD,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
104580,"Action, Adventure, Casual, RPG",The Art Of Knuckle Sandwich,2017-08-17,691920,Virtual Top,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104581,Simulation,OMSI 2 Add-on VanHool Generationen Reihe,2017-08-17,648650,Nicolas Clarysse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104582,"Action, Casual, Indie",The Dropping of The Dead,2017-08-17,691130,G. Malta,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104583,"Action, Simulation",Blue Angels Aerobatic Flight Simulator,2017-08-17,635430,Rortos Srl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104584,Simulation,Train Simulator: Arosa Line Route Add-On,2017-08-17,621870,Thomson Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104585,"Indie, RPG, Simulation, Strategy",辣条杂货店:回到1997，我当小商贩,2017-08-17,687650,萌石游戏,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
104586,Simulation,X-Plane 11 - Add-on: Aerosoft - Airport Bali,2017-08-17,675340,"A-Flight,Caipirinha Games",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104587,"Adventure, Indie, RPG",West of Loathing OST,2017-08-10,696230,Asymmetric,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104589,"Casual, Indie, Simulation",Kitchen Simulator 2,2017-08-10,688020,Whackakeygames,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
104591,"Free to Play, Simulation, Strategy",Order of Battle: Burma Road,2017-08-17,626790,The Artistocrats,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
104592,"Simulation, Strategy",Cities: Skylines - Concerts,2017-08-17,614581,Colossal Order Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
104593,"Casual, Indie, Racing",Survival Driver,2017-08-15,586130,"Tero Lunkka,Mikko Seppälä",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
104594,"Adventure, Casual, Indie, Strategy",Rescue Team 7,2017-05-14,666050,Nova Ideas,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
104595,"Adventure, Casual, Indie, RPG, Simulation, Sports, Strategy",Klondike Solitaire Kings,2017-08-16,690670,Boogygames Studios,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0
104596,"Adventure, Indie",Behind The Door,2017-08-16,676730,Dio Alias Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104597,"Casual, Indie, Simulation, Strategy",Trivia Vault: 1980's Trivia,2017-08-16,689180,Ripknot Systems,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
104599,"Action, Adventure, Indie, RPG",Original Journey,2017-08-16,639470,Bonfire Entertainment,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104600,"Action, Indie",Radical Spectrum: Volume 2,2017-08-16,661300,Autonomic Interactive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104602,"Action, Indie",20XX,2017-08-16,322110,"Batterystaple Games,Fire Hose Games",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104603,"Casual, Free to Play, Indie, Simulation, Sports, Strategy",Pixel Puzzles Ultimate - Puzzle Pack: Shipwrecks,2017-08-15,591504,DL Softworks,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
104604,Action,Night Trap - 25th Anniversary Edition,2017-08-15,643620,Screaming Villains,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104605,"Action, Casual, Indie, Early Access",Soldier Killer,2017-08-15,675160,SQUIX Games,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104607,"Casual, Indie",ArkanoidSmoking,2017-08-14,686490,StalkerAlex..,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104608,"Action, Casual, Indie",EXON: The Impossible Challenge,2017-08-14,683130,Simple Interactive Games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104609,Action,Mayhem Above,2017-08-14,665350,Spinal Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104610,Casual,Mayhem Above - Soundtrack,2017-08-07,694080,Spinal Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104611,"Adventure, Indie",SOULS,2017-08-14,677790,Team Fork,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104612,"Action, Free to Play, Indie, Massively Multiplayer, RPG",Gangs of Space - Shark Investor Pack,2017-08-10,670961,Little Big MMO,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
104613,"Action, Casual, Indie",Space Scumbags,2017-08-14,660270,AlcoholEnthusiast,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104614,"Action, Adventure, Simulation, Early Access",Fapic,2017-08-14,679070,cloneZone,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104615,"Action, Indie, Early Access",Undead Souls,2017-08-10,667170,Rootify,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104618,"Action, Adventure",Piece of Memory 2:Prologue,2017-08-10,676520,MATRE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104619,"Casual, Indie",Loops of Zen,2017-08-10,563710,"Strength in Numbers Studios, Inc",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104620,"Action, Indie, RPG",Hero of the Galactic Core,2017-08-11,659790,David Krinkel,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104621,"Action, Adventure, Casual, Indie, Simulation",Project Explore,2017-08-10,357650,Sebastian Nigro,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
104622,"Action, Casual, Indie",I.F.O,2017-08-11,661820,Total Battery,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104623,"Casual, Indie",OutSplit,2017-08-22,686230,Riviysky,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104624,"Action, Indie","Trouble Witches Origin,Special additional character : Cotton",2017-08-10,691310,Studio SiestA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104625,Casual,Silver Tale,2017-08-11,677220,Playcademy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104626,Indie,Animal Crush,2017-08-11,666690,cada,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104627,"Action, Adventure, Indie",Leon's crusade (La cruzada de León),2017-08-11,689480,Molosoft,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104628,"Action, Casual, Racing",C64 &amp; AMIGA Classix Remakes Sixpack,2017-07-14,679640,magnussoft,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104629,"Action, Adventure, Indie",Leon's crusade - Melodies of the cursed people (Soundtrack + extra music),2007-08-11,690030,Molosoft,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104630,"Action, Indie, RPG, Strategy, Early Access",Art of Guile,2017-08-11,600250,Unphysical Machinery,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
104632,"Action, Adventure, Indie",Kama Bullet Heritage,2017-07-15,680690,Narko Games,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104633,"Action, Adventure, Indie, RPG",Life on Mars Remake,2017-08-15,677910,Oscar Kenneth Albero Ingles,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104634,"Casual, Indie, Simulation, Strategy, Early Access",Startup Company,2017-08-11,606800,Hovgaard Games,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
104635,Indie,Odysseus Kosmos and his Robot Quest: Adventure Game,2017-12-01,645820,Pavel Kostin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104636,"Racing, Early Access",Team Racing League,2017-08-11,504460,Gamious,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104637,"Action, Adventure, Indie, RPG",Dragon's Dungeon: Awakening,2017-08-11,640430,LunarPixel,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104638,"Adventure, Indie, RPG",Asyula 方舟之链,2017-08-09,689070,ShiinaYashiro,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104640,"Adventure, Casual",The Rosebud Condominium,2017-08-09,663120,Blue Salt Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104642,"Action, Adventure, Indie, RPG, Early Access",Upside-Down Dimensions,2017-08-09,613370,Hydra Interactive,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104644,"Action, Indie",Cutthroat Gunboat,2017-08-11,661220,Minor Faction,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104645,"Casual, Indie",Tangrams Deluxe,2017-08-09,677720,Cake Collective Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104646,"Action, Casual, Massively Multiplayer, Racing, Simulation, Sports",Qbike: Synthwave Soundtrack,2017-08-09,689890,GexagonVR,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
104648,Adventure,Willful,2017-08-09,664060,Luke Vincent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104649,"Adventure, Indie, Simulation",Oh...Sir! The Hollywood Roast - Small Screen Stars Pack,2017-08-09,644700,Vile Monarch,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
104651,"Action, Adventure, Casual, Indie",BlackEye,2017-08-09,627410,Dnovel,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104652,"Action, Adventure, Casual, Indie",DepthMera,2017-07-27,660110,David Sof,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104653,"Adventure, Casual, Indie, RPG",Kukui,2017-08-17,680040,Sijawa Production,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104655,"Casual, Indie",Clutter (VII) Infinity: Joe's Ultimate Quest,2017-08-09,553330,Puzzles By Joe,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104656,"Indie, RPG, Simulation, Strategy",Halcyon 6: Lightspeed Edition - Soundtrack,2017-08-09,677640,"Massive Damage, Inc.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
104657,"Indie, RPG, Simulation, Strategy",Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),2017-08-10,651660,"Massive Damage, Inc.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
104658,"Design &amp; Illustration, Web Publishing",SMILE GAME BUILDER 3D Character Editor,2017-08-09,645180,SmileBoom Co.Ltd.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104661,Simulation,OMSI 2 Add-on Downloadpack Vol. 3 – KI-Menschen,2017-08-10,689870,Halycon Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104662,Casual,Draw Your Game,2017-08-10,677880,Zero One,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104664,"Action, Casual, Racing",Bullyparade - DER Spiel,2017-08-10,656780,BitsAlive Game Studios,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104665,"Adventure, Indie, RPG",Mercury: Cascade into Madness,2017-08-10,661120,Astronomic Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104666,"Action, Adventure, Indie, Sports",Time Recoil,2017-08-10,625910,10tons Ltd,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
104667,"Adventure, Casual, Indie, Strategy",Jewels of the Mysterious Woodland,2017-08-10,685370,Boogygames Studios,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
104668,"Action, Adventure",Survive,2017-08-11,659120,Interactive Gaming Studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104669,"Action, Indie",From Shadows,2017-08-10,582920,Revolt and Rebel,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104670,"Action, Adventure, Indie",Phantom Trigger,2017-08-10,445870,"Bread Team,Victor Solodilov,Denis Novikov",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104671,"Action, Indie",Brimstone,2017-08-08,674320,Asunder Studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104673,"Action, Casual, Indie",Monsteria,2017-08-08,689300,Sharkbird,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104675,Action,Damascus Gear Operation Tokyo HD,2017-08-08,648630,Arc System Works,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104676,Indie,Firewood Soundtrack,2017-08-06,693910,Frymore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104677,"Casual, Free to Play, Indie",Super POTUS Trump,2017-08-08,675630,"Emerson Design, Inc.",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
104678,"Casual, Indie",BlockDude,2017-08-08,669490,The Hazardous Dude,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104679,"Adventure, Casual, Indie, Simulation, Early Access",Tiny Rails,2017-08-08,614630,Tiny Titan Studios,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
104680,"Casual, Indie",Pepper's Puzzles,2017-08-08,642650,Emad,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104681,"Action, Indie",88 Heroes – RSG Champions,2017-08-08,619801,Bitmap Bureau,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104682,"Action, Adventure, Casual, Indie",Achievement Hunter: Overdose,2017-08-08,674110,putilin_industries,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104683,"Action, Adventure, Casual, Indie",Foxfolk,2017-08-08,663590,Cool Hand Games,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104684,"Casual, Indie",qop - DLC,2017-08-08,687820,Quiet River,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104685,"Adventure, Casual",Squish and the Corrupted Crystal,2017-08-08,662390,Cheat Code Studios,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104686,"Action, Indie",Watergate Xtreme,2017-08-06,666320,Will Carlough,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104687,"Adventure, Casual, Indie, RPG, Strategy",Alexander (Character for Occult Raise),2017-08-08,670590,Arcane Raise,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
104688,Casual,SOLITAIRE ULTRA,2017-08-06,656340,Thorium Entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104689,"Indie, RPG",Tetsoidea Eternal RPG,2017-08-07,680140,Brewsterland Studios,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
104692,"Action, Casual, Indie",Asteroids Millennium,2017-08-07,669830,Geoff Nagy,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104693,"Adventure, Indie",Code 7,2017-08-11,650570,Goodwolf Studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104695,"Action, Indie, Strategy, Early Access",Warfront Defenders: Westerplatte,2017-08-07,412210,Flying Robot Studios,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
104696,"Casual, Indie",BAE,2017-08-05,685000,Riviysky,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104697,"Action, Adventure, Indie",dead_file.exe,2017-08-08,679650,Saddletrip,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104698,"Casual, Indie",Hearing,2017-08-07,682730,skrimm8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104704,"Casual, Strategy",2 Planets Fire and Ice,2017-08-07,657110,rokaplay,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104706,"Action, Adventure, Casual, Indie",Ezy,2017-08-07,678290,Strong Cube,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104707,"Action, Casual, Indie",Party Panic,2017-08-07,506500,Everglow Interactive Inc.,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104708,"Action, Adventure, Indie",Spears 'n' Spades,2017-06-08,673980,"LeatherIceCream,LazyTomato,Madvertiz0r",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104709,"Action, Adventure, Indie",No Lights,2017-08-07,682910,Cubamano,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104710,"Action, Indie, Strategy",Turret Sector,2017-08-07,684650,Kittik Game Studio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
104713,Action,LawBreakers,2017-08-07,350280,Boss Key Productions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104714,"Casual, Free to Play, Indie, Strategy",Picross Touch - Donation Level 2,2017-05-26,644961,Jon Gallant,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
104715,Action,LawBreakers - Deadzo Deluxe DLC,2017-08-07,620150,Boss Key Productions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104716,Indie,Flux8,2017-08-07,658810,Canalside Studios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104718,Action,DOA5LR Zack Island Swimwear Set,2017-08-07,679290,"Team NINJA,KOEI TECMO GAMES CO., LTD.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
